FSscore,KHscore,PPHHSIZE,PPINCIMP,SAVINGSRANGES,agecat,PPEDUC,EMPLOY,FWBscore
39,0.712,3,4,5,8,4,8,63
43,-0.57,2,6,7,6,2,8,95
61,1.267,2,8,7,8,2,8,68
57,1.267,2,8,5,4,5,1,61
18,-0.57,2,1,1,4,2,6,24
38,-1.485,5,2,3,2,2,2,50
43,1.267,5,8,4,4,4,2,48
51,1.267,2,7,7,8,4,8,81
40,-0.188,3,3,5,1,2,4,53
48,-0.57,2,4,3,2,3,2,50
61,0.712,2,9,7,6,5,8,80
40,0.242,4,6,4,1,2,5,51
42,-0.57,1,3,5,5,2,2,52
73,1.267,2,9,7,6,5,2,88
70,-0.909,2,9,6,6,3,8,89
51,0.242,2,7,6,7,3,8,75
56,0.712,2,8,6,2,4,2,68
29,0.242,1,1,3,6,2,1,53
63,0.712,3,9,7,5,3,2,60
64,1.267,2,9,7,6,5,8,73
28,-0.57,4,1,2,2,3,6,14
41,0.712,3,7,4,4,3,2,44
51,-0.188,4,9,4,1,4,2,51
51,-0.909,2,6,4,6,3,8,47
39,0.242,1,1,5,8,1,8,37
41,0.712,2,4,7,8,3,8,51
58,0.712,5,7,5,7,3,8,63
75,0.242,2,5,4,2,3,2,76
42,-1.215,1,1,1,4,2,6,50
41,-0.188,1,2,6,2,4,3,53
38,-0.909,1,2,1,6,2,6,42
41,0.712,4,8,3,4,5,7,35
58,-0.57,5,6,2,2,3,5,45
43,0.712,2,4,4,5,2,2,53
52,-1.215,4,8,4,1,2,2,54
51,0.242,2,7,5,8,3,8,60
34,-0.188,2,1,3,2,3,3,34
41,-0.57,2,2,3,7,2,8,53
53,-0.188,2,6,7,6,3,8,67
57,-0.188,1,7,7,5,4,2,60
58,0.712,2,5,7,8,2,8,69
51,-1.485,3,7,6,2,4,2,44
55,0.712,4,9,7,3,4,2,58
43,0.242,3,8,3,3,3,2,28
43,-0.188,3,5,1,2,4,2,35
39,-0.57,1,2,5,7,2,8,54
51,1.267,2,7,4,4,5,2,58
69,0.242,3,2,5,1,3,5,53
50,0.242,3,4,5,8,3,8,48
53,0.712,4,9,6,5,4,2,70
39,1.267,3,7,2,4,4,3,48
52,-1.215,4,8,6,3,5,2,71
60,1.267,4,5,4,3,4,2,61
76,-0.909,1,1,4,2,4,1,53
58,-0.57,1,7,5,2,5,2,76
16,-0.188,3,8,4,5,3,2,41
58,0.712,1,7,7,3,4,2,59
42,-1.485,4,3,5,4,2,4,53
70,0.712,1,6,7,6,5,8,95
52,0.712,5,8,5,1,5,5,55
41,0.242,4,5,3,5,3,2,41
47,-0.57,4,5,2,1,2,5,41
39,-0.57,4,8,4,2,5,2,47
49,0.712,3,8,5,3,5,2,62
41,-0.909,2,2,2,7,1,8,50
41,-0.909,5,6,3,3,2,2,37
54,1.267,2,8,6,6,4,8,65
48,0.242,2,6,3,1,4,2,52
55,-0.188,5,2,1,4,2,6,39
52,0.242,1,5,4,8,5,8,60
42,-0.909,2,3,3,1,4,2,39
82,-0.188,2,4,7,6,2,8,75
57,-0.188,1,6,5,5,3,1,54
41,-1.215,5,1,2,3,2,2,43
56,0.242,4,1,2,4,1,4,39
51,0.712,2,7,5,6,3,8,71
46,0.712,4,8,5,2,5,2,49
51,0.242,2,8,7,7,3,8,75
30,0.242,3,8,3,1,3,6,22
60,0.712,1,8,7,7,5,8,86
45,0.712,2,7,6,5,4,2,57
56,-0.57,1,5,5,4,4,2,63
37,-0.188,2,4,2,6,1,3,43
47,-0.188,2,6,4,3,4,2,37
57,0.712,2,3,3,8,5,8,60
54,0.242,4,8,5,7,5,8,58
65,-0.188,2,6,3,6,3,8,61
56,-1.215,4,4,3,2,2,2,41
10,0.712,2,9,7,4,4,1,80
52,-0.57,1,6,7,6,4,8,80
53,0.712,2,8,6,8,5,8,77
26,-1.215,5,3,4,3,1,1,58
59,0.242,5,9,5,4,4,4,72
61,-1.713,1,1,1,7,3,8,41
41,-0.909,2,6,5,2,4,2,55
58,0.242,2,9,2,2,4,2,44
39,-0.188,2,5,4,2,2,6,50
43,-0.909,1,6,4,3,4,2,50
58,-0.909,3,6,5,1,3,5,57
41,-0.188,4,8,6,2,5,4,51
58,-1.485,1,3,3,8,3,8,30
46,0.242,2,8,6,2,5,4,66
48,0.242,4,8,5,3,4,2,60
38,0.242,2,6,3,5,2,2,50
55,0.712,2,8,7,6,4,8,73
43,0.712,2,3,5,6,4,8,46
52,0.712,2,6,5,7,3,8,63
43,0.712,1,3,6,5,3,8,42
56,-0.909,1,1,7,8,3,8,68
55,1.267,1,3,7,8,2,8,54
51,-0.57,3,2,4,1,4,2,64
58,-0.188,2,6,7,4,2,4,76
72,1.267,4,4,6,8,3,8,84
42,-0.188,2,5,7,8,2,8,74
65,-0.909,4,5,4,3,3,2,51
49,0.242,2,8,4,7,3,1,66
55,-0.57,2,6,7,8,3,8,73
34,0.712,5,8,5,5,1,1,47
52,1.267,3,7,7,8,2,8,67
51,0.242,2,7,5,2,4,1,64
51,1.267,2,8,5,6,4,3,66
58,-0.909,3,4,4,4,4,3,45
57,-0.57,2,5,7,8,2,8,78
52,-0.57,1,3,1,6,3,8,64
58,0.242,2,2,1,2,3,5,39
47,0.712,5,8,6,5,3,8,56
42,-0.57,1,3,4,3,3,1,37
52,0.242,4,9,7,3,4,2,71
58,1.267,3,7,7,3,3,1,59
51,0.712,2,2,7,8,3,8,63
50,-0.57,1,5,4,4,2,2,70
46,0.712,2,8,6,6,4,8,58
40,-0.909,5,9,4,5,4,2,67
42,0.242,2,8,2,7,3,8,58
37,0.712,2,6,5,7,3,8,57
30,-0.909,1,3,1,1,3,7,50
58,0.242,3,7,5,2,5,2,61
48,0.712,2,2,5,7,5,8,59
68,-0.188,4,7,5,1,4,5,51
57,0.712,1,5,7,7,3,8,62
52,-0.57,2,3,7,8,2,4,68
73,1.267,2,8,6,8,5,8,62
30,0.242,2,2,4,8,3,8,34
85,-0.57,4,3,3,8,3,8,87
52,0.242,3,3,4,2,4,3,43
54,0.242,5,1,3,2,2,1,64
35,0.712,1,3,7,8,2,8,41
60,0.242,3,8,5,2,3,1,62
47,0.242,1,6,4,2,2,2,72
45,0.242,3,6,4,3,4,7,35
50,0.242,2,7,5,1,4,2,57
58,0.712,2,9,6,8,3,8,73
40,-0.57,3,7,3,5,2,2,45
53,0.242,2,1,2,1,4,7,42
40,-0.57,1,1,3,3,1,6,36
58,0.712,2,9,6,5,5,2,68
39,0.712,2,5,3,4,3,2,43
51,0.712,5,9,5,4,3,2,64
82,0.712,3,8,5,2,4,5,52
49,-0.188,4,9,5,2,5,2,48
50,-0.57,5,8,2,4,3,2,50
55,1.267,2,7,7,7,5,8,63
45,-0.909,4,3,4,1,4,2,58
65,0.712,2,2,4,2,2,3,69
85,0.242,3,8,6,3,4,2,66
44,0.712,1,5,6,7,3,8,66
79,-0.57,2,1,2,3,1,3,45
45,-0.188,2,8,6,3,5,2,55
49,-0.57,1,3,5,8,3,3,51
54,0.712,3,6,4,2,4,2,56
85,0.712,2,7,6,7,3,8,95
45,-1.215,1,1,4,6,2,8,45
50,0.712,3,5,5,5,2,6,55
40,-0.57,1,1,3,6,2,8,37
36,0.242,2,6,1,6,2,6,40
55,1.267,2,9,5,4,5,2,65
58,-1.215,4,3,3,1,3,5,49
55,-0.57,1,2,5,1,3,2,61
39,1.267,2,8,5,5,3,2,64
49,0.712,4,8,5,2,4,2,62
42,-0.909,2,7,6,2,4,2,47
46,0.712,2,2,4,8,3,8,74
55,-0.188,2,8,6,2,5,2,64
34,-0.909,1,1,3,7,1,8,49
54,0.712,4,7,3,4,5,2,28
53,-0.909,3,3,5,2,4,4,75
54,-0.57,2,8,4,3,4,2,59
63,1.267,1,9,7,7,4,8,81
51,-0.188,2,6,5,6,4,8,56
60,-0.188,1,6,5,1,4,2,60
50,-0.57,1,1,4,8,1,8,59
60,-0.188,2,6,5,3,2,2,52
50,1.267,2,8,7,8,4,8,66
52,0.712,2,6,4,6,3,8,72
66,-0.57,2,5,7,8,3,8,85
51,0.712,5,6,5,3,3,4,53
78,-0.188,5,9,7,6,5,8,76
48,-0.909,4,3,4,3,3,4,70
43,-1.485,1,1,1,4,2,6,34
43,-0.57,1,1,5,7,2,8,54
79,0.712,1,5,7,4,4,2,75
56,0.242,3,4,2,4,2,4,33
49,0.712,3,8,6,5,2,2,68
48,0.712,2,8,5,2,4,2,57
61,0.712,2,8,5,8,2,8,78
38,0.242,3,7,3,4,3,2,30
60,-1.485,5,1,1,2,1,7,38
58,0.242,4,8,4,3,4,2,40
44,-1.485,2,1,3,4,1,2,58
47,0.242,4,5,5,2,3,3,51
39,1.267,4,9,6,5,4,8,60
52,-0.188,1,6,4,4,3,2,51
41,-0.188,4,6,4,2,2,2,47
54,-0.188,1,1,4,8,1,8,51
44,0.242,1,4,5,2,3,5,58
38,0.242,2,7,6,5,4,2,46
34,-0.909,5,4,2,2,4,2,41
63,-0.57,3,9,5,2,4,2,59
41,-0.57,5,9,1,2,3,2,53
75,1.267,2,8,6,2,4,2,80
34,-1.485,3,9,3,2,4,2,49
57,0.242,3,8,5,2,4,2,58
38,-0.188,4,5,2,4,5,2,48
59,0.242,1,4,5,4,5,2,64
74,0.242,2,7,6,2,5,2,61
36,-1.485,1,2,3,2,2,2,43
36,1.267,4,9,7,3,4,2,48
41,-0.57,3,2,3,5,3,6,45
54,0.242,2,8,5,3,2,2,43
44,0.242,2,8,3,2,5,2,53
48,-0.188,4,9,5,4,4,2,52
32,-0.909,1,1,2,4,5,3,40
82,1.267,2,5,5,6,3,2,69
45,0.712,4,7,4,4,3,2,45
31,0.712,5,7,2,4,4,2,39
82,0.242,2,7,3,8,3,8,38
60,-0.188,2,3,4,1,3,2,57
65,0.242,5,4,5,3,3,2,63
56,0.712,2,9,7,6,4,8,76
29,0.712,2,7,1,7,5,8,55
59,-0.188,2,7,3,6,2,3,71
44,0.242,4,8,4,6,3,8,54
49,-0.57,1,1,1,5,3,8,58
72,1.267,2,9,6,3,4,2,70
42,-1.485,2,1,1,3,2,7,48
49,-0.188,2,5,7,2,5,2,57
65,0.242,4,7,5,6,2,8,84
57,0.712,2,9,7,4,4,2,52
60,-0.909,4,3,3,2,3,2,54
49,-0.57,2,5,3,2,3,2,65
37,-1.215,4,7,3,2,4,5,66
61,-0.57,1,6,6,8,3,8,85
54,1.267,1,9,7,4,4,2,69
45,-0.909,2,5,2,2,3,2,42
59,0.242,2,4,5,8,2,8,58
76,1.267,1,8,7,8,3,8,67
16,1.267,5,8,1,1,3,3,59
14,-0.57,4,7,3,3,2,2,34
52,-1.215,3,3,3,2,4,2,56
37,0.242,5,4,1,4,3,3,40
55,0.242,1,2,6,8,3,8,51
30,-1.215,2,7,4,3,3,2,34
36,-0.188,2,6,4,5,4,2,49
41,-0.909,1,6,2,2,3,2,17
69,1.267,2,8,7,2,4,2,86
56,-0.188,2,9,7,4,4,8,50
54,0.712,5,5,3,3,3,2,49
46,0.712,4,9,6,4,4,7,47
41,-0.188,2,2,5,4,3,7,69
45,0.242,2,9,5,6,3,4,67
49,-0.57,2,8,7,5,5,2,54
47,-1.713,4,5,4,2,2,2,49
51,0.712,2,7,5,7,3,8,66
63,0.712,3,8,7,4,4,1,86
45,-1.485,5,7,3,4,3,2,62
40,0.712,4,6,4,2,5,2,46
48,-1.215,5,3,3,3,1,4,51
68,1.267,4,9,7,5,5,2,73
28,0.712,5,4,3,1,1,5,47
49,-0.188,3,1,2,3,3,2,45
59,0.242,2,7,6,6,2,8,81
47,-0.188,1,2,5,2,5,2,63
85,-1.713,3,2,1,2,2,2,75
60,-0.909,4,1,2,2,3,7,53
59,0.242,2,7,7,5,5,8,65
57,0.712,2,8,4,4,3,2,62
34,0.242,1,1,4,1,3,5,45
56,0.242,2,7,5,6,5,8,60
54,0.712,4,7,5,2,4,2,68
39,-0.909,4,8,3,3,3,2,52
59,1.267,2,9,7,4,5,2,78
51,1.267,2,7,5,7,2,8,67
57,1.267,2,8,6,8,3,8,58
58,1.267,2,6,6,2,4,2,52
43,-0.57,2,5,5,2,3,2,47
37,0.242,5,4,4,6,3,3,46
60,-0.188,3,9,7,4,4,2,69
46,-0.909,2,8,7,7,3,8,59
56,-1.9,5,1,4,1,3,1,60
65,1.267,5,8,7,3,5,2,67
53,0.242,2,7,6,5,2,2,72
51,1.267,1,7,7,8,4,8,67
58,-0.57,1,1,2,4,2,6,22
39,-1.713,3,1,1,2,2,4,27
29,0.242,5,9,3,3,5,2,55
42,-0.188,4,6,3,5,3,2,43
57,0.712,5,4,3,2,5,2,54
38,-0.57,2,1,1,2,2,3,27
43,0.712,3,2,2,4,3,6,33
49,-0.188,2,7,7,6,4,3,55
39,-0.909,5,1,1,2,2,4,47
58,-0.57,5,4,2,3,3,2,53
57,0.712,3,3,4,4,3,7,38
40,0.242,1,4,3,5,4,2,54
55,0.242,2,8,7,6,4,2,59
85,0.242,2,9,7,6,4,1,95
42,-1.9,4,2,2,2,2,2,39
76,0.242,3,8,6,2,5,2,56
35,-0.57,5,8,4,2,5,7,42
42,0.242,1,4,5,4,2,1,49
42,0.242,3,8,5,5,2,4,53
70,1.267,1,3,7,6,4,8,86
67,0.712,2,6,7,4,3,2,62
55,0.712,1,8,6,3,3,1,65
36,-0.57,3,1,2,2,3,7,50
54,-1.485,3,3,3,1,3,7,44
43,-0.909,1,2,4,6,3,1,51
53,0.712,2,7,7,8,5,8,82
52,1.267,1,4,6,6,2,8,78
43,1.267,2,7,6,7,2,4,62
56,1.267,2,5,7,7,4,8,55
35,0.242,2,8,4,4,3,2,58
71,-0.57,5,6,4,2,2,4,51
50,0.242,1,3,5,5,2,2,66
37,0.712,2,3,5,6,3,8,57
49,1.267,2,7,7,6,2,2,63
40,-0.57,1,1,1,5,2,2,48
58,0.712,2,9,6,4,5,2,58
59,1.267,2,8,6,7,5,8,63
53,0.712,4,7,6,2,4,2,57
56,-1.215,4,8,5,2,3,2,47
53,-0.57,2,4,2,2,3,2,43
64,-0.188,3,8,6,3,5,2,63
50,-0.57,4,4,3,3,2,1,48
39,-0.188,1,5,4,2,3,2,36
39,0.242,3,3,1,4,3,2,38
44,-0.57,1,3,5,5,3,2,52
51,-0.188,2,7,7,6,3,8,59
56,0.242,2,5,5,5,2,3,58
56,1.267,3,9,5,6,5,8,74
72,1.267,2,8,6,2,4,2,73
37,-0.57,4,8,3,1,4,2,48
37,-0.188,2,4,5,5,2,2,50
50,0.242,2,8,5,2,4,2,57
55,-0.188,5,7,4,4,2,2,58
51,-0.188,2,6,5,8,3,8,58
43,0.712,2,8,1,4,3,1,44
57,-0.909,2,8,7,5,3,8,74
41,-1.485,3,1,2,1,3,3,52
46,0.242,2,7,6,3,3,2,58
63,0.712,2,8,5,6,3,2,95
51,0.712,2,8,5,4,4,2,43
46,-0.188,2,3,3,3,3,2,44
48,-0.57,2,3,4,3,3,2,29
60,0.242,2,9,7,6,5,8,85
38,0.242,3,8,6,6,4,2,52
41,-0.57,1,3,4,2,3,2,48
49,0.242,1,2,6,6,2,8,66
65,1.267,2,9,5,4,4,2,68
37,-0.188,2,7,6,5,5,2,50
55,0.712,2,8,7,4,2,4,69
44,1.267,3,8,5,6,3,3,59
67,-1.485,4,3,3,2,3,2,72
56,0.712,3,6,4,2,4,2,61
54,0.712,2,9,7,7,5,8,77
52,0.242,2,9,5,6,3,8,69
51,-1.215,5,4,6,1,2,2,45
30,-0.909,1,4,4,4,2,2,42
53,-0.188,2,8,5,6,3,8,61
58,1.267,1,8,7,3,5,2,68
44,0.242,5,8,5,1,4,2,61
55,0.712,2,8,6,8,4,8,63
57,-0.909,2,7,4,6,2,3,70
46,-0.188,1,7,5,4,3,2,69
60,-0.188,4,8,6,3,3,3,65
47,-0.188,5,8,4,6,4,2,47
53,1.267,2,2,6,8,2,8,67
53,-1.215,2,4,5,5,2,1,57
51,0.712,2,7,7,7,5,8,67
50,0.242,2,6,4,4,4,3,52
52,0.712,5,9,5,4,2,2,62
43,-0.57,2,3,3,6,1,8,31
53,-1.485,2,4,4,2,2,2,56
53,0.712,1,8,5,4,5,2,56
51,0.712,2,8,5,6,2,8,90
44,0.242,2,8,5,2,3,2,55
52,0.242,2,6,7,8,5,8,67
44,-0.909,5,6,1,2,2,4,50
60,0.242,5,8,4,5,3,2,61
43,0.242,1,7,2,4,3,2,38
56,-0.909,4,3,4,4,1,4,60
54,1.267,1,5,3,3,4,2,51
63,0.242,2,5,5,8,2,8,64
49,-0.188,2,5,1,8,1,8,14
82,-1.215,2,1,3,3,3,4,52
46,-0.188,3,6,5,3,2,2,52
42,-1.713,2,7,3,3,3,2,45
75,-1.215,2,7,3,1,4,2,53
81,-0.188,1,7,5,4,5,2,57
46,-0.909,1,1,5,3,3,1,53
42,-0.909,2,7,3,1,3,5,54
54,0.712,1,3,7,8,2,8,63
85,1.267,1,9,6,3,5,2,86
43,0.242,4,7,7,3,4,2,55
54,0.712,3,9,7,4,5,8,72
45,0.242,2,8,3,4,3,2,44
39,0.242,5,8,4,4,4,2,49
68,0.242,2,7,1,2,3,2,28
47,-0.57,1,1,6,7,5,8,79
39,-0.57,1,1,2,6,3,8,34
70,0.712,5,6,6,3,5,2,60
55,-0.188,1,7,4,2,5,2,50
39,-0.57,2,2,7,8,2,8,52
41,-0.57,1,6,5,6,5,8,56
58,-1.215,1,9,5,2,5,2,56
57,1.267,2,4,6,6,3,8,76
66,1.267,2,9,7,6,5,8,81
49,0.712,2,9,6,5,5,2,72
61,-0.57,1,7,4,4,3,2,65
54,0.712,2,7,5,4,5,2,64
52,0.712,2,7,5,4,2,2,45
39,-0.57,2,8,5,2,5,3,57
45,-0.909,2,2,5,7,1,8,49
47,-0.57,4,1,4,1,3,5,48
41,-1.215,4,1,2,5,2,2,42
33,0.712,2,6,6,3,5,5,38
44,-0.188,1,3,4,6,2,8,58
50,-0.188,1,2,3,5,5,2,44
57,1.267,2,8,6,4,3,2,58
43,-0.909,2,3,3,5,2,2,54
52,0.712,1,7,7,2,5,2,74
48,-0.57,3,5,3,5,3,2,49
47,0.242,2,3,5,6,4,3,54
32,0.242,3,6,1,4,5,2,31
85,1.267,2,8,7,4,5,2,77
51,1.267,2,6,7,8,3,8,79
53,-1.215,3,5,5,5,2,6,51
59,0.242,2,7,6,8,3,8,54
45,-1.485,2,1,1,4,3,6,34
56,0.242,3,8,4,5,2,2,48
24,-0.188,2,3,1,5,4,2,24
85,0.712,2,6,4,7,4,8,85
51,0.242,2,7,6,6,2,8,66
42,-0.57,4,4,1,1,2,5,49
52,-0.57,1,7,6,6,5,8,89
60,-1.485,5,1,1,2,2,7,14
52,1.267,2,9,7,8,3,8,52
50,0.242,4,8,5,3,3,2,56
64,-0.188,3,5,4,1,3,5,52
55,0.712,1,4,4,2,5,2,59
67,-0.909,2,7,7,6,5,8,76
48,0.242,2,6,5,2,5,2,68
54,-0.188,1,2,4,8,3,8,49
43,-0.188,1,4,7,6,2,8,85
42,-0.188,3,4,4,1,4,5,60
45,0.712,2,9,6,8,4,8,61
47,0.712,2,8,7,7,2,8,68
50,-0.57,2,7,4,2,5,2,37
58,-0.57,3,8,4,3,3,2,59
38,0.242,1,2,4,4,1,2,47
58,-0.909,5,2,5,2,3,2,59
47,0.712,2,6,5,2,4,5,52
55,1.267,2,9,7,7,3,8,60
41,0.242,2,9,6,6,5,2,68
56,0.712,4,7,6,6,4,8,78
56,0.712,3,2,2,2,3,1,46
52,0.712,2,9,7,8,5,8,64
31,-0.188,4,2,3,2,2,4,39
33,-1.215,2,1,2,1,3,3,34
34,-0.188,1,4,4,5,3,6,39
45,0.242,3,7,5,3,5,2,63
42,0.242,2,3,3,4,2,2,53
58,0.242,1,8,6,2,5,2,46
65,0.712,2,7,7,7,2,8,79
30,-0.909,1,5,5,4,2,2,53
53,-0.188,1,1,5,8,2,8,61
42,0.242,5,5,6,3,3,2,55
46,0.242,1,5,2,6,3,3,47
53,0.712,2,4,4,8,3,8,63
40,1.267,3,4,5,2,5,2,46
45,-0.188,3,7,4,3,2,2,50
47,1.267,2,8,6,7,5,3,70
58,-0.188,1,4,4,7,3,8,64
53,-1.215,2,7,6,5,2,3,86
61,0.242,3,8,4,1,3,5,67
58,-1.713,2,4,7,3,2,1,49
60,1.267,4,9,4,2,4,2,65
41,-1.215,2,1,4,6,2,8,50
51,-0.188,2,9,7,8,2,8,67
59,1.267,4,8,5,2,4,2,52
44,-0.188,3,1,5,1,3,5,58
57,0.712,4,5,4,1,3,5,71
55,0.712,1,1,7,4,4,3,65
58,1.267,1,8,7,4,5,2,70
60,0.712,4,6,6,2,3,2,68
58,0.712,5,8,2,3,4,2,56
42,-0.188,3,3,1,4,2,2,29
33,-0.909,1,5,5,3,4,2,52
40,0.242,2,3,5,7,2,8,52
69,0.712,2,9,7,6,5,8,95
52,0.712,2,5,6,2,4,2,64
50,-0.909,5,4,3,2,2,2,50
39,-0.188,4,4,1,1,3,3,38
38,-1.485,3,3,2,3,2,8,42
39,-0.188,4,3,3,3,3,6,52
55,0.712,2,2,7,8,2,8,50
53,0.712,1,8,6,6,5,2,62
60,0.712,3,8,7,6,5,8,68
45,-0.188,2,5,3,7,3,3,51
41,1.267,5,8,3,4,4,2,44
48,0.242,4,7,4,1,3,5,60
55,-0.188,5,7,4,2,2,2,58
35,-1.215,5,1,2,3,1,3,40
42,-1.485,2,1,1,2,1,2,56
56,0.242,4,7,5,2,5,2,60
56,-0.188,5,5,2,1,2,6,41
46,0.242,4,3,2,4,3,2,48
55,-0.57,2,6,7,6,2,8,71
45,-0.188,3,5,4,2,4,2,51
50,0.712,2,3,7,5,3,8,50
33,-0.188,3,7,5,6,3,2,50
63,0.242,2,8,7,7,4,8,68
42,-1.215,4,1,1,3,2,3,42
31,1.267,2,6,3,2,2,2,41
41,-0.57,2,5,6,4,2,1,59
47,-0.188,4,3,5,3,2,2,62
47,0.712,3,9,6,4,5,2,64
80,0.712,2,7,7,6,5,2,89
58,0.712,3,6,4,4,4,4,58
42,0.242,2,8,5,6,4,2,40
53,-0.57,2,7,5,2,4,2,68
40,0.712,4,6,4,3,2,2,40
57,1.267,2,8,6,3,5,2,68
42,0.242,4,9,6,5,4,1,48
58,0.712,4,8,5,2,4,2,68
10,-0.909,5,1,2,4,1,6,33
42,-0.57,2,6,5,2,4,2,60
48,0.242,3,5,4,4,4,2,46
85,-0.909,4,2,3,2,2,2,78
67,1.267,2,6,5,5,3,1,65
25,-0.57,5,5,2,2,3,7,51
38,0.712,1,1,5,7,2,8,47
61,0.242,2,8,7,7,3,8,88
57,-0.188,3,7,1,4,3,2,28
55,0.712,2,8,6,4,5,2,70
38,-0.188,2,7,3,4,2,7,65
52,-0.57,2,8,7,5,2,3,64
43,0.242,2,5,6,7,3,8,58
64,0.712,3,7,7,6,4,8,95
39,0.242,4,7,6,4,3,4,66
33,1.267,1,8,5,2,4,2,51
60,1.267,2,9,6,6,4,2,75
14,0.712,5,8,1,4,3,1,37
48,1.267,2,8,6,2,5,2,62
47,-0.188,1,3,3,2,5,2,41
41,0.712,3,8,3,4,5,2,49
45,-0.188,2,9,3,4,3,2,53
42,-0.57,3,9,5,2,4,2,62
59,-0.57,3,1,5,1,3,4,58
85,0.712,2,9,7,6,5,8,88
48,0.712,2,6,7,6,4,7,32
56,0.242,1,6,5,2,4,2,53
29,-0.909,5,3,2,2,3,2,21
43,0.712,2,9,5,8,5,8,57
44,1.267,2,9,5,8,4,8,75
52,0.712,2,9,6,3,4,2,55
46,0.242,1,6,6,5,2,2,65
60,-0.188,2,7,5,6,3,8,72
33,0.242,1,1,1,4,2,6,31
57,1.267,2,9,7,8,3,1,63
60,0.712,2,6,7,2,5,7,54
48,-0.57,2,1,4,5,2,6,56
73,0.712,1,7,7,8,5,8,95
54,1.267,3,7,6,4,5,2,71
48,0.712,1,4,7,6,3,8,79
42,0.712,1,9,5,4,5,1,62
39,-0.57,5,7,2,1,2,2,52
61,0.712,4,9,7,4,5,2,71
42,0.242,2,7,3,4,3,2,43
71,0.712,3,8,6,6,5,2,67
57,-0.909,2,7,7,8,5,8,60
78,1.267,2,9,7,5,4,1,57
42,-0.909,1,2,4,8,2,8,54
43,-0.909,4,7,4,2,3,4,56
32,-0.188,5,5,2,3,1,4,59
42,-1.485,1,5,6,2,3,2,54
29,-1.215,2,4,2,5,3,2,39
56,-0.57,4,4,2,3,1,2,34
41,0.242,3,9,6,3,3,2,57
40,-0.188,2,1,5,3,2,3,61
59,0.242,1,9,7,2,5,2,60
59,0.712,1,7,6,6,3,8,71
49,0.242,2,7,7,8,2,8,78
37,-0.57,2,8,3,4,4,6,47
52,-0.188,3,7,2,6,3,1,52
52,0.712,1,8,7,5,2,2,70
48,0.712,3,4,4,4,3,2,33
55,0.242,4,8,4,1,2,2,57
59,0.242,3,8,3,3,3,2,60
58,-0.57,2,2,6,6,2,4,70
49,1.267,2,9,7,3,5,2,76
54,-0.188,1,8,7,4,5,2,68
37,-0.909,4,3,3,3,1,4,52
53,0.242,1,2,6,8,2,3,56
43,-0.57,2,4,2,6,4,8,60
44,0.712,3,6,5,5,4,7,48
60,0.712,2,8,5,5,3,2,65
53,0.712,2,9,6,3,5,2,58
42,0.712,5,6,6,4,3,2,53
57,1.267,1,8,7,6,4,2,62
50,0.712,1,2,4,7,2,8,50
58,-0.188,3,3,2,1,2,1,47
51,0.712,1,8,6,4,3,2,68
55,1.267,2,8,7,8,4,8,87
54,1.267,2,9,7,7,5,8,80
58,-0.188,2,3,6,4,5,1,55
46,-1.215,1,2,6,7,2,8,63
40,-0.57,5,7,2,5,3,2,48
82,0.242,2,8,7,5,3,2,62
45,-0.909,3,3,3,2,2,2,25
42,-1.485,4,1,1,2,1,7,49
50,0.242,2,3,5,8,3,8,55
53,-0.188,3,7,4,8,2,8,62
51,0.242,4,3,7,5,3,2,57
44,0.242,2,3,7,8,3,8,65
66,-0.909,2,1,3,5,1,6,27
49,0.242,1,5,3,6,3,2,59
68,-0.188,2,8,5,2,5,2,70
73,1.267,2,9,5,4,5,2,71
50,0.712,4,5,5,4,2,2,46
58,-1.215,2,1,2,5,1,3,47
32,-0.188,3,1,2,6,1,6,23
58,1.267,2,9,7,8,4,8,95
51,1.267,5,7,5,4,4,2,52
41,-1.713,3,2,1,4,2,2,34
52,-0.188,5,7,5,4,3,1,55
61,0.242,2,9,7,4,4,2,75
85,0.242,3,9,6,2,5,1,86
57,0.242,2,8,5,8,5,8,95
61,0.712,1,7,7,5,4,2,63
42,-0.909,2,8,6,6,3,8,53
52,-1.215,1,2,1,1,3,1,58
50,-0.57,1,2,5,8,3,8,53
54,0.242,5,8,4,4,4,2,72
49,1.267,3,9,6,2,4,2,79
51,-0.57,3,7,6,1,4,2,36
85,-0.909,4,6,2,3,3,3,62
61,0.712,2,8,6,3,5,2,60
76,1.267,2,7,7,6,5,1,84
61,0.242,3,4,5,4,3,2,58
82,-0.57,1,5,5,2,3,2,72
43,0.712,3,8,5,5,4,2,59
63,-0.188,3,1,1,2,1,3,43
38,-0.188,2,8,3,2,5,2,46
54,0.242,4,7,6,4,5,2,57
55,-0.909,3,6,5,7,3,8,54
57,0.242,2,9,6,7,5,8,60
56,0.712,5,5,5,2,2,2,62
56,0.242,5,3,7,3,3,6,70
71,1.267,2,7,7,7,3,8,95
59,0.242,4,5,5,2,5,2,74
42,0.712,3,3,3,5,2,6,60
46,-0.188,2,2,3,5,2,8,32
29,0.242,1,2,1,3,4,7,33
41,-0.188,4,3,4,2,3,4,35
33,-1.215,5,1,3,2,1,4,54
56,0.242,2,9,7,7,5,8,67
48,-0.909,2,8,4,2,4,2,51
51,1.267,3,2,6,2,4,2,57
35,0.712,2,6,4,4,3,2,52
54,0.712,2,4,4,8,3,8,74
